text,review_sentiment
"Muito bom
Entrega no prazo",POSITIVE
"normal
Gostaria de saber porque meu produto ainda não chegou na minha residência.e ninguém me deu uma satisfação ou algo do tipo. ",NEUTRAL
"normal
COMPRA TRANQUILA.",NEUTRAL
"normal
Recebi o relógio cronometro mas não recebi a argola olímpica.",NEUTRAL
"normal
entrega super rápida.

produto entregue de modo correto

preciso de um tempo agora para testar a qualidade do material",NEUTRAL
"normal
Produto de acordo conforme combinado. Produto entregue no prazo e atendeu a minha necessidade.",NEUTRAL
"normal
Entrega rápida, super recomendo",POSITIVE
"normal
Sem comentarios muito obg pelo produto e a entrega foi no dia mesmo.",NEUTRAL
"Parabéns nota 10!
Saiu tudo conforme o combinado loja nota 10.... pode compra sem medo.",POSITIVE
"Bom, mas atrasado.
Produto bom e vendedor confiável, só pecou no atraso da entrega e necessidade de e-mails para acompanhamento. Compraria de novo, mas podem melhorar.",NEUTRAL
"normal
Só que comprei errado ",NEUTRAL
"Decepção total
O produto e até bom só não gostei do fone na foto e um e vem um fone de ouvido muito ruim tinha quer um pouco melhor pelo preço sem contar que o fone machuca o olheira ",NEGATIVE
"normal
Prazo de entrega muito longo! 20 dias pra entregar um boneco e com pagamento de frete de 24.90 de frete! Esperava mais rapidez na entrega! ",NEUTRAL
"normal
O produto demorou muito a chegar quase um mês.Por mim já ter comprado em outros site com entrega rápidas, antes até do previsto essa infelizmente me deixou insatisfeita.",NEGATIVE
"normal
Recebi o produto com problema, passei um Email com detalhes problema, até agora não tive respostas.",NEGATIVE
"normal
Não recebi o produto e enviei duas mesagens para o vendedor e nenhuma foi respondida, descaso total.",NEGATIVE
"normal
excelente entrega no prazo loja confiável",POSITIVE
"normal
Rapida entrega e otimo produto",NEUTRAL
"normal
Produto não foi entregue no prazo e nem recebi um satisfação.",NEGATIVE
"normal
Minha compra veio pela metade , comprei uma capinha de celular e uma película de vidro somente veio a capinha a película não veio ",NEGATIVE
"normal
Recomendamos",NEUTRAL
"normal
Comunicação e respeito com o consumidor. É raro,comprar aqui sempre",NEUTRAL
"normal
foi bom",NEUTRAL
"normal
Comprei um produto e foi entregue outro",NEUTRAL
"normal
a Pelicula chegou quebrada, sem condições de uso",NEGATIVE
"normal
o produto era o que esperado, fiquei satisfeita",NEUTRAL
"normal
Recebi o produto com sucesso.",NEUTRAL
"normal
Muito bom chegou bem antes do esperando a choptime está de parabéns ",NEUTRAL
"normal
Embora seja problema dos correios a empresa nao deveria dar um prazo de entrega, apenas se utilizasse transportadora própria. Comprei 4 unidades e só chegou 1",NEUTRAL
"normal
Tem pouco tempo que estou tomando parece muito bom",NEUTRAL
"normal
Recebi apenas 2 das 3 unidades previstas. Requeiro verificação e acerto da situação.",NEUTRAL
"normal
Recebi o produto dentro do prazo estabelecido. Loja confiável.",NEUTRAL
"normal
Bom, sempre compro da lannister e NUNCA tive problemas com entrega... Quanto ao produto era o que queríamos, já conheço a marca ;) ",NEUTRAL
"Embalagem
O produto é ótimo , porém veio na caixinha de um outro produto . Um GPS.",NEUTRAL
"normal
E bom mais não é original e não funciona todos os botões ",NEGATIVE
"normal
Entrega antes do prazo, produto conforme.

Página não permite escrever o título da avaliação!",NEUTRAL
"Ótimo serviço
Entrega rápida e produto de qualidade.
",POSITIVE
"normal
Não gostei do material do produto,o acabamento é ruim nota-se imperfeições!!!!",NEGATIVE
"Ótimo
Bom",POSITIVE
"normal
rasoave",NEUTRAL
"recomendo
Recebi o produto correto e antes do prazo.",POSITIVE
"normal
Amei, produto de qualidade e chegou antes do prazo previsto !!!! Recomendo a quem quiser , superou as expectativas ! ",POSITIVE
"Ótimo extensor de lápis
Produto de excelente qualidade.",POSITIVE
"normal
Eu ainda não recebi meu produto tentei entrar em contato várias vezes e ainda não tive uma resposta das lojas lannister",NEUTRAL
"normal
Fui plenamente atendido,estou satisfeito com a compra.",POSITIVE
"normal
Entrega rápida e produto excelente ",POSITIVE
"normal
Depois que paguei, a loja falou que não tinha o produto,isso foi ridículo,perdi tempo e dinheiro",NEGATIVE
"normal
se não tem estoque não poderia ter a opção de compra.",NEUTRAL
"normal
Produto de qualidade e entrega rápida. ",NEUTRAL
"normal
Recebi anotes da data marcada em ótimo estado. Muito obrigada ",NEUTRAL
"normal
Não veio a nota fiscal",NEUTRAL
"recomendo
Muito bom.
",POSITIVE
"normal


Recomendo. ",NEUTRAL
"PRODUTO DIFERENTE DA FOTO
Produto não é o mesmo da foto, muito diferente, odiei.",NEGATIVE
"normal
Produto chegou em perfeito estado,e chegou antes do prazo,fiquei satisfeita.",NEUTRAL
"normal
Na minha opinião a loja foi eficaz e até mesmo antecipou a entrega que foi feita bem antes do prazo programado!",NEUTRAL
"normal
Fiz a compra de 5 quantidades e só me foram entregues 4 ",NEUTRAL
"normal
Durante a compra não encontrei a opção de alterar o nome do destinatário, por se tratar de presente gostaria de que a rcemessa fosse em nome do presenteado.",NEUTRAL
"normal
Produto q n tinha na loja..receber n um produto q n gostei..",NEUTRAL
"normal
informaram que o produto foi entregue em 24/3 , não confirmo a informação! Peço informar local , horario e quem recebeu ?",NEGATIVE
"9
Adiruuu comprar com às lojas lannister ... entrega sempre antes do prazo ... ",POSITIVE
"satisfeito
tudo de acordo",POSITIVE
"normal
Entrega rápida, antes da data prevista.",NEUTRAL
"Compra recebida!
normal",NEUTRAL
"normal
Até o momento o produto não foi entregue. Não recomendo a ninguém comprar pela stark. E não adianta colocar a culpa no péssimo serviço que os Correios vem prestando. Precisa ter outros transportes",NEGATIVE
"normal
Produto de qualidade, loja confiável e entrega super rápida. Recomendo.",POSITIVE
"normal
Meu produto chegou , mas estava derramando , intornando, apesar de lacrado ",NEGATIVE
"100
excelente, recebi antes do prazo informado.",POSITIVE
"normal
produto conforme anunciado, entrega na data",NEUTRAL
"normal
Era de 12 dias e recebi quase um mês, não culpo a loja em si. Agora as lannister tem que ir em cima dos correios pois a capa chegou 1° que o celular. Obrigado a targaryen foi bom.",NEUTRAL
"normal
Só nao entendi porque a caixa veio aberta. Mais fora isso tá perfeito veio tudo certinho.",NEUTRAL
"normal
Creme chegou certinho com o selo de autentico.",NEUTRAL
"normal
Adorei a rapidez com que chegou o produto, só não dou as 5 estrelas por quê ainda não usei, mas tudo foi ótimo chegou em perfeito estado nem lacrado e obrigado pelo brinde muito cheiroso o óleo amei",POSITIVE
"Entrega muito rápida.
O produto foi entregue em excelente estado , e com bastante rapidez. Excelente...",POSITIVE
"normal
Só achamos estranho que a loja entrega a encomenda e não informa quem é o remetente.
Nos tempos atuais fica meio estranho, receber e não saber de onde ou de quem veio.",NEUTRAL
"normal
Funcionamento Incompleto. Fiz Cancelamento, pois o Produto deveria funcionar e não funciona regularmente, mesmo sendo novo.",NEGATIVE
"normal
Comprei um relógio Casio e veio riscado! Sim, riscado! Fiquei muito triste, porque além de ter pagado caro o produto veio danificado. E outra, paguei 68,00 de frete! Um absurdo isso. Nunca mais!",NEGATIVE
"normal
meu produto não chegou!!!!!!!!",NEGATIVE
"normal
Vou dar de presente, então ainda não sei se é saboroso. Espero que a pessoa goste.",NEUTRAL
"normal
Parabéns!!!",NEUTRAL
"RUIM
Não recebemos as notas dos produtos, como isso é possivel, é gravíssimo transporte sem nota fiscal, o cliente fica sem garantias, no site do stark não é possível imprimir, preciso das notas.",NEGATIVE
"normal
Como sempre tudo perfeito. Parabéns",NEUTRAL
"normal
O produto foi entregue muito bem embalado e chegou bem antes do prazo .
Indico para todos.",NEUTRAL
"normal
Produto entregue antes do prazo, muito bom. ",NEUTRAL
"Recomendo sim!!
baratheon tem produtos lindos e de ótima qualidade!!!Parabéns sempre!!!!",NEGATIVE
"normal
Produto chegou antes do tempo previsto",NEUTRAL
"normal
O entregadod tocou o portão e eu não estava. Então JOGOU o pacote pelo meu muro que tem quase 3 m de altura. Totalmente descuidado! Poderia ter quebrado o abajour que é super frágil. Não recomendo!",NEGATIVE
"normal
Produto muito diferente do que mostra ..material muito fraquinho pano muito fino .. não gostei ",NEGATIVE
"normal
tudo muito bem planejado !! Estou muito satisfeita.",POSITIVE
"normal
Rápido , produto lacrado ...tudo em ordem",NEUTRAL
"normal
ENTREGA MUITO RAPIDA",NEUTRAL
"Muito bom
Podem comprar recomendo muito",POSITIVE
"normal
não recomendo esta loja pois a mesma não cumpriu com o seu prazo.",NEGATIVE
"normal
O produto que recebi não é o que mostra na imagem, recebi um totalmente diferente",NEUTRAL
"Muito bom
Chegou rápido e como eu pedi. ",POSITIVE
"normal
Adorei, estamos usando muito em casa, a loja foi rápida na postagem.",NEUTRAL
"Lente errada
O mesmo fornecedor comprei 4 caixas de lente. Além de não cobrar um único frete para cada uma (ou seja, paguei 4x o frete) todas chegaram juntas em pacotes semelhantes mas uma veio o produto errado",NEGATIVE
"normal
recebi antes do prazo e o produto superou minhas expectativas ",NEUTRAL
"normal
Somente um dos kits foi entregue ",NEUTRAL
"normal
pedi três cactineas e chegou tres canela de velh",NEUTRAL
"Recomendo muito!
Recebi no prazo....................recomendo a loja...................preço bom.......................entregou no prazo, só que o prazo era muito grande..................mas valeu pelo preço..........",POSITIVE
"normal
Faltou a nota fiscal",NEUTRAL
"normal
excelente
",POSITIVE
"normal
Excelente atendimento e produtos.Espero q continue sempre assim.
",POSITIVE
"normal
Não entregam os produtos comprados!!!
Não tem respeito com o cliente.",NEGATIVE
"normal
Excelente, recebi antes do prazo. ",NEUTRAL
"normal
São dois produtos só recebi um é sem nota",NEUTRAL
"normal
Desta vez, bateu record. Fiquei feliz. recomendo sempre.",POSITIVE
"normal
Dessa vez a culpa foi dos correios,ele se atrasaram deve ser a tal greve deles",NEGATIVE
"Produto com avaria
Comprei 2 unidades do produto, veio avariado visto que a embalagem é muito fraca, sendo que veio com dois buracos no fundo da panela, devido a pressão que dog colocado em cima dele.",NEGATIVE
"normal
O produto esta estranho já enviei uma reclamação para loja parceira, informando sobre o estado do produto e que na embalagem não consta data de fabricação nem data de validade, 950 gr não é 1 k.",NEGATIVE
"normal
Entrega rapidinha.",NEUTRAL
"10
Gostei muito , o objeto veio o mesmo comprado, já comprei em outras lojas e veio outra cor ñ Gostei! Com lannister tudo ok.",POSITIVE
"normal
Entrega rápida 
",NEUTRAL
"normal
Entrega no prazo e melhor preço. ",NEUTRAL
"normal
Produto bem embalado, em perfeitas condições.",NEUTRAL
"normal
Agradeço a atenção foi TD perfeito",NEUTRAL
"normal
gostei muito!",POSITIVE
"normal
A entrega ia ser rapida, mas parou nos correios da minha regiao, sem previsao de entrega ainda",NEUTRAL
"normal
amei o produto ja estou usando",NEUTRAL
"Péssimo produto 
Produto de baixa qualidade, tamanho ridiculamente pequeno.
Me arrependi da compra ",NEGATIVE
"normal
Me enviaram o modelo de 2+2 sendo que na descrição do produto falava de 4+4. Por isso a avaliação está baixa, estou aguardando a troca....",NEGATIVE
"normal
Não tenho como avaliar se ainda não estou de posse do produto. Qual a previsão de chegada?",NEUTRAL
"normal
Lindo,fácil de limpar, ótimo custo benefício.",NEUTRAL
"normal
O suporte para cartão de memoria não funcionou. não encaixa o cartão de memoria.",NEGATIVE
"Relógio Casio
Tudo conforme a compra realizada.",POSITIVE
"Razoável pelo preço
Mais a colcha escorrega muito
E os enchimento era pra ser de travesseiro mais é almofada é alto é duro não dá pra usar como travesseiro",NEGATIVE
"normal
Chegou Chegou antes do prazo tudo correto Gostei do produto",NEUTRAL
"normal
Demora na entrega..
O prazo da entrega foi aumentado após a confirmação da compra...
 Insatisfeito, e o produto veio diferente também. ..",NEGATIVE
"normal
Parabéns pelo atendimento!!!
Um abraço.Enedina",NEUTRAL
"normal
Gostei do produto ótima qualidade.",NEUTRAL
"entrega
a entrega foi bem rapda, otimo trabalho parabens",POSITIVE
"normal
O produto veio avariado.
Não foi devolvido na hora pq o entregador não pôde esperar a conferência do mesmo. Abri a caixa e retirar o plástico bolha, o equipamento está quebrado sem condições de uso.",NEGATIVE
"Bonito.
Um relogio Bonito, más sò pode ser usado o mínimo possível pois lavei as mãos e ele encheu de água. ",NEUTRAL
"normal
Superou minhas expectativas. Feliz pelo produto adquirido",POSITIVE
"Produto danificado e fals
A loja me enviou um produto falso, danificado e que sequer condiz com o mesmo modelo da publicidade. Impressionante! Isso pq havia cancelado antes do envio, e ainda assim eviaram contra minha vontade",NEGATIVE
"normal
Produto recebido antes do previsto e exatamente conforme o adquirido. ",NEUTRAL
"normal
Entrega perfeita. Porém produto sem qualidade, material parece até TNT.",NEGATIVE
"normal
Prazo estabelecido de forma extremam ente longa. Demorou muito",NEUTRAL
"normal
Produto muito bem embalado, em perfeito estado, recomendo! ",POSITIVE
"Bom
O umbigo dificador é muito bom, bem como foi anunciado.",POSITIVE
"Ótimo 
Tudo perfeito ",POSITIVE
"Perfeito
Muito satisfeita",POSITIVE
"normal
As toalhas não são boas, muito inferiores",NEGATIVE
"normal
Tentei cancelar a compra 5 minutos após efetuar a mesma e fui informado que não era mais possivel, pode isso?",NEGATIVE
"normal
Recomendo a Loja a todos!
Produto muito bom.",POSITIVE
"normal
Bem embalados e até antes do prazo ",NEUTRAL
"normal
Tira a entrega pelo correio ",NEUTRAL
"normal
Amassado - isso ocorreu com a carteira que necessito e desta vez não o suficiente para eu pedir troca; o cinto veio solto em caixa e preso por fita. Receio em comprar desta maneira se não há cuidado..",NEUTRAL
"Produto entregue incorret
Produto entregue não foi o mesmo do pedido.",NEGATIVE
"normal
Produto nao e original mas e bem confecionado e atende igual de fabrica. ",NEUTRAL
"normal
Até agora não recebi o produto comprado. ",NEGATIVE
"normal
Vieram somente 2 dos 3 itens que pedi",NEUTRAL
"normal
Comprei para iniciar um curso, levei para a professora avaliar, pois a tesoura estava dura, ao abrir e fechar, resumindo ela está com defeito o defeito esta nas duas tesouras que veio no kit, dinheiro",NEUTRAL
"normal
Amei o produto. Super recomendo. ",POSITIVE
"normal
O produto chegou direitinho, entrega rápida alem do previsto, parabéns recomendo esse site.",NEUTRAL
"normal
O produto veio riscado e amassado....sendo que a embalagem está em perfeito estado. Já fiz uma reclamação e estou aguardando o contato para a que a troca do produto seja feito o mais rápido possível. ",NEGATIVE
"normal
Ótimo lugar para comprar,entregue no prazo.",NEUTRAL
"normal
Parabéns entrega super rapido.",NEUTRAL
"super recomendo
Td certo como sempre",POSITIVE
"normal
Ja fiz outras compras pelo baratheon,e sempre recebi tudo no prazo e em ordem, fiquem com Deus.",NEUTRAL
"5
Foi entregue de acordo com o prazo Obrigada",NEUTRAL
"Excelente!
Entrega rapidissima, tudo ok o
Produto é excelente! Aquela compra q te faz feliz! ",POSITIVE
"normal
Muito bonita e prazo de entrega melhor que o esperado ",NEUTRAL
"normal
Eu comprei uma bicicleta GTS M1 só que veio outra bicicleta fora que o canote não entra no quadro o quadro veio riscado e totalmente diferente do produto que adquiri eu só vou recomendar a loja",NEGATIVE
"normal
Ótimo, mas eu achei que vinha com o cabo da tomada",NEUTRAL
"normal
produto chegou bem antes do prazo, loja excelente",POSITIVE
"Excelente 
Tudo perfeito",POSITIVE
"normal
Recomendo com certeza! Assim que estiver na metade vou adquirir outra oferta semelhante!",NEUTRAL
"normal
Produto de acordo com oq eu esperava. Recomendo. ",NEUTRAL
"normal
Não recebi as costas nem o assento da cadeira, apenas os ferros de suporte.",NEUTRAL
"Não recebi o produto!
normal",NEGATIVE
"Otimo
Otimo produto ",NEGATIVE
"demoro, esta aida na estr
demora, paguei um absurdo no frete ainda não chego, eu reclamei para correio para a lojas amiricanas, o correio falo q não pode faser bada q eu tenho q esperar, ja passo do prazo de entrega",NEGATIVE
"normal
Exatamente o que precisava...",NEUTRAL
"normal
Recebi o produto correto e antes mesmo da data limite do prazo de entrega! O único porém foi o estado de conservação: a caixa chegou um pouco amassada o que talvez tenha contribuído para um dano...",NEUTRAL
"normal
Não dei nota 5 pq não veio na mesma embalagem. Veio embalagem branca proibido pra venda, mas por outro lado o preço estava bom",NEGATIVE
"Muito bom 
Gostei do produto é do valor em comparação as outras lojas ",POSITIVE
"Excelente
Atendimento excelente e o produto chegou super rápido.
Eu recomendo a loja.",POSITIVE
"normal
Entrega super rápida produto ótimo amei e recomendo ",POSITIVE
"Ótimo
Entrega rápida e segura, loja muito boa.",POSITIVE
"Excelente 
Amei ... Chegou bem antes do braço, recomendo ",POSITIVE
"normal
lannister essa loja e muito boa recomendo",POSITIVE
"normal
Linda bicicleta e tudo certinho e chegou antes do prazo. Super recomendo!!!",POSITIVE
"normal
Não enviaram o produto correto e ainda estou esperando a resposta de devolução! ",NEGATIVE
"normal
A panela é ótima!!",NEUTRAL
"normal
Legal.....",NEUTRAL
"normal
Excelente, entrega dentro prazo. ",POSITIVE
"normal
Atendimento e entrega 100%",NEUTRAL
"normal
uma loja muito seria o que vende,cumpre com prazo direitinho 
otima 
",NEUTRAL
"normal
Ainda não consegui montar a cadeira, estou aguardando conseguir alguém para montar. Fora isso, está tudo certo, o produto chegou no prazo. ",NEUTRAL
"Recomendo
Entregaram antes do prazo estipulado....",POSITIVE
"normal
Caso precise levar algo mais pesado, como latas ou vasilhas mais cheias é ruim. O cooler tem a alça costurada na aba do velcro, se o alimento/bebida foi mais pesado (500g) a alça puxa a aba e abre.",NEUTRAL
"Super recomendo
Produto excelente! Entrega antes do prazo, em perfeitas condições! Lindo! ",POSITIVE
"normal
mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm",NEUTRAL
"normal
Ótimo produto, entrega muito antes do prazo!! Super recomendo a loja!!",POSITIVE
"Entrega
Entrega perfeita!
Recebi o produto antes do prazo determinado...
Obrigada",POSITIVE
"normal
Apesar da demora em receber, o produto chegou e é bom!!",NEUTRAL
"Dermacol 4g
Gostei otimo pra quem quer testar o produto!",POSITIVE
"normal
super super",POSITIVE
"normal
Produto chegou antes e de excelente qualidade. Recomendo😍",POSITIVE
"Recomendado
O produto é bom, mas o vendedor precisa ficar atento a qualidade do produto.
O meu produto veio com um furinho, que parece ser de alfinete, mas que para mim, ficou escondido.
No geral, o produto é b",NEUTRAL
"Loja otima
Ainda não usei .mais a loja está de parabéns entrega antes do prazo ",NEGATIVE
"normal
Deveria ter frete grátis",NEUTRAL
"normal
empresa super competente entregou bem antes do prazo todos os produtos em ótimo estado",POSITIVE
"normal
O tapete é muito lindo e de ótima qualidade",NEUTRAL
"normal
Bom produto. Atendeu a expectativa é suportou bem as roupas. Preferi usar sem as rodinhas, pois fica mais estável...
Produto chegou muito rápido! Recomendo!",POSITIVE
"normal
O relógio é bom, porém a pulseira dele é muito frágil e ja veio com uma manchinha.",NEUTRAL
"normal
Era o que eu estava esperando muito bonito e seu led é perfeito sem conta o som que é muito potente enfim perfeito",NEUTRAL
"Defeito do produto 
O Ilhos veio com defeito. ",NEGATIVE
"normal
CUMPRIU O PROMETIDO.",NEUTRAL
"normal
Bom,entregou no prazo",NEUTRAL
"normal
O piano é lindo, embora tenha chegado com alguns danos.",NEUTRAL
"normal
é linda mas solicitei devolução! ela é bem grande 
vai ficar desproporcional no meu movel",NEGATIVE
"Super Recomendo 
O produto é conforme a foto . atendeu todas minhas expectativas. Super Indico ",POSITIVE
"Recebi somente um item
normal",NEGATIVE
"normal
O produto está OK. pena que o CD veio quebrado. ",NEUTRAL
"Excelente compra
Veio tudo certinho e a entrega foi bem antes do prazo.",POSITIVE
"Nota 10
Além do esperado brinquedo legal meu filho gostou muito, a entrega não preciso nem dizer né foi entregue muito antes do prazo estipulado lannister a melhor em tudo preço e agilidade na entrega otimo.",POSITIVE
"normal
Muito boa em tudo , e produto chega bem antes do tempo previsto ",NEUTRAL
"normal
Otimos produtos otima entrega só elogios ",NEUTRAL
"normal
Eu realizei a compra de 4 unidades e só chegaram 2 unidades na minha residência, porém, no meu cartão foi cobrado o valor referente as 4 unidades, ninguém resolve o problema. NÃO RECOMENDO!
",NEGATIVE
"normal
Só não gostei, pois recebi um email dizendo que a compra tinha tido um problema, tem tentei solucionar por email e ninguém respondeu.
Mas a compra chegou dias depois.",NEGATIVE
"Ótimo
Entrega super rápida, antes mesmo do prazo. Muito bom.",POSITIVE
"Boa
Recomendo esta loja entrega direitinho
",POSITIVE
"normal
Bonito e bem levinho.",NEUTRAL
"gostei muito
Fiquei bastante satisfeito tanto com o produto quanto com a entrega, foi em tempo recorde. eu recomendo.",POSITIVE
"Produto Bom
Apenas acho que poderia vir melhor embalado, ainda bem que não era nada que quebrava... mas o produto é ótimo!",NEUTRAL
"normal
Tudo tranquilo.",NEUTRAL
"normal
Muito bom entrega rápida ",POSITIVE
"normal
Serviço ótimo",NEUTRAL
"normal
excelente foi",NEUTRAL
"Tudo certo
Produto bonito
A loja entregou rápido 
Recomendo",POSITIVE
"normal
Recebi bem antes do prazo, recomendo é provavelmente comprarei na loja novamente",NEUTRAL
"Chegou bem antes do prazo
normal",POSITIVE
"Super recomendo 
Atingiu minhas expectativas 👏🏽👏🏽",POSITIVE
"normal
Funcionou perfeitamente.",NEUTRAL
"normal
O produto chegou bem antes do prazo. Parabéns pelo atendimento.",NEUTRAL
"Entrega super rápida
Ainda não apliquei o produto mas parece ser de ótima qualidade.",POSITIVE
"recomendo
Entrega dentro do prazo. Bom atendimento.",POSITIVE
"Super recomendo
Pedido entregue até antes do prazo previsto super recomendo essa loja.",POSITIVE
"normal
Lindo o relógio foi exatamente o esperado",NEUTRAL
"recomendo 
entregue antes do prazo muito bom",POSITIVE
"normal
O produto comprado demorou demais, fiquei irritado ....",NEGATIVE
"normal
Produto de baixa qualidade ""chinês"" no camelo custa 50% do valor pago, achei que o produto fosse americano ",NEGATIVE
"normal
o que mata é o prazo da entrega! ",NEUTRAL
"normal
Escada recebida e tudo certo.",NEUTRAL
"Bom acabamento
Produto bem acabado 👍🏻",POSITIVE
"normal
Pedi o estorno da compra e até agora nada de estorno e zero resposta ",NEGATIVE
"normal
Toalha do maior campeão do Brasil maravilhosa ",POSITIVE
"péssimo
Eu pedi o cancelamento desse produto antes de lançarem a nota fiscal, vocês deram continuidade no procedimento e entregaram o produto que infelizmente meu zelador recebeu, mesmo tendo sido orientado",NEGATIVE
"Não recomendo 
 Não recebi o produto é consta no rastreamento que já foi entregue, um absurdo. ",NEGATIVE
"Vale a pena! 
Entrega bem antes do prazo, produto muito bem embalado! Muito bonito, do jeito que esperava! ",POSITIVE
"normal
Nossa muito rápido e produto de qualidade",NEUTRAL
"normal
Entrega no prazo, tudo OK !!",NEUTRAL
"normal
Odorei o produto, obg",NEUTRAL
"normal
adoro essa loja..compro direto. .obrigada!",POSITIVE
"normal
MUITO LINDA !!!",NEGATIVE
"normal
Foi bem rápida a entrega ",NEUTRAL
"normal
Achei o material muito ruim,e caro",NEUTRAL
"normal
Linda cortina, ótimo material.",NEUTRAL
"normal
A pelicula era de pessima qualidade e já veio com vários riscos
",NEGATIVE
"normal
Produto de acordo com a descrição, chegou sem problemas. Recomendo.",NEUTRAL
"ok
ok
",NEUTRAL
"normal
Compra e entrega bem sucedida.",NEUTRAL
"normal
Nao recebei o produto até agora.",NEGATIVE
"normal
Para iniciantes o produto atende a necessidade!!!",NEUTRAL
"Parabéns
Recomendo!",POSITIVE
"Compra de relógio masculi
Lindo relógio, perfeito...muito elegante...meu marido adorou!",POSITIVE
"normal
Entregue bem antes do prazo, gosto de comprar neste site pela rapidez e segurança ",NEUTRAL
"normal
as cadeiras são muito fraquinhas",NEUTRAL
"normal
Muito frágil, mas funciona certinho.",NEUTRAL
"Satisfeito com a loja
A loja entregou antes do prazo previsto",POSITIVE
"normal
Satisfeita com o produto q recebi",NEUTRAL
"normal
Loja muito boa e prazo de entrega para antes da previsão.
",NEUTRAL
"normal
Não era bem o produto da foto",NEGATIVE
"Bom
Recomendo ",POSITIVE
"normal
Fazer promoções com frete grátis",NEUTRAL
"normal
Produto chegou no prazo e impecável. ",NEUTRAL
"normal
Deu tudo certo, houve só uma demora dos correios",NEUTRAL
"Ótimo produto
Recebi meu produto tudo certinho e antes do prazo, adorei a empresa está de parabens.
",POSITIVE
"normal
Ótimo produto.chegou dentro do prazo. ",NEUTRAL
"normal
O produto so veio fora da embalagem",NEGATIVE
"Mais ou menos
Essa lanterna não atende bem o que esperamos , é uma lanterna boa ...mas não é o que eu gostaria...a loja entregou dentro do prazo e chegou tudo em perfeitas condições....",NEGATIVE
"O espelho fica embaçado
comprei um espelho de box anti-embaçante, porém o espelho embaça. Senti que ele embaça menos que os demais espelho, mas ainda sim embaça.",NEGATIVE
"10
Primeira vez que compro e gostei entregaram até antes da data muito bom ",POSITIVE
"normal
É isso aí, nosso parceiro é 10, nos acessórios Motorola.😀😀😀",NEUTRAL
"normal
A base da cadeira veio quebrada. Podem me mandar outra base?
Fiquei aborrecido nem quero comprar mais pela internet
",NEGATIVE
"normal
Comprei a roupinha conforme a foto (roupinha preta de ballet com saia cor de rosa e sapatinhos), mas a roupinha que recebi foi uma azul (camisetinha e calça) de unicórnios, nada a ver com a foto.",NEUTRAL
"normal
Acho que meu produto veio com defeito como faço para fazer uma possível troca?",NEUTRAL
"normal
Dentro do prazo porém poderiam agilizar como no meu outro produto que foi entregue em 2 dias.",NEUTRAL
"normal
até então só utilizei o site por 3 vezes e foi satisfatório...",NEUTRAL
"boa loja
boa loja",POSITIVE
"BOA
BOM ATENDIMENTO",POSITIVE
"normal
Loja maravilhosa! DVD excelente.",POSITIVE
"normal
Produto em perfeitas condições.",NEUTRAL
"normal
Produto com qualidade. Recomendo a compra, esse é o segundo produto que compro.",POSITIVE
"normal
O produto é grande para o notebook de 15,6"" e tem poucas espumas para proteger o not.",NEUTRAL
"normal
Só não gostei pq tive que ir buscar no correio",NEUTRAL
"normal
Produto de qualidade, só achei que a cor fosse azul é verde, fiquei satisfeita com o produto. Obrigada 
",NEUTRAL
"normal
Comprei três mantas. Só uma chegou mas consta no site que todas foram entregues. ",NEUTRAL
"normal
Tudo certo como sempre",NEUTRAL
"Ótima loja!!
Poderiam mandar os produtos tudo junto num mesmo frete, assim economizaríamos na entrega, tirando isso, foram muito atenciosos e recomendo à todos!!",POSITIVE
"normal
otima agora vou querer LG55 4K",NEUTRAL
"LEGAL
que legal, recebi o produto bem antes do prazo, o tecido foi o informado mesmo, estampa legal mas só precisa ser com mais qualidade.. mas atendeu o esperado",NEUTRAL
"normal
Produto muito satisfatório",POSITIVE
"normal
Adorei e ainda chegou antes da hora.",NEUTRAL
"normal
Recebi tudo dentro do prazo e conforme o combinado ",NEUTRAL
"normal
O produto veio certo, mas o produto veio com a pintura desgastada em vários lugares. ",NEGATIVE
"normal
PRODUTO NÃO FUNCIONA",NEGATIVE
"Ótimo 
Produto ótimo,recebi bem antes do prazo.Muito satisfeita.",POSITIVE
"normal
Produto de ótima qualidade e chegou bem antes do prazo previsto de entrega! Estou muito satisfeita!",POSITIVE
"Muito bom 
Bom fornecedor ",POSITIVE
"normal
Recebi antes do prazo.
Muito bom o produto.",NEUTRAL
"Excelente 
Estou muito satisfeita com este parceiro de vcs que me enviou este produto, e também com a Empresa lannister",POSITIVE
"normal
O produto veio correto, porém um dos potes vieram com o imã do lado errado. E a parte de solda do gancho veio marcado. Fora isso gostei do produto, so devem dar um pouco mais de atenção aos detalhes",NEUTRAL
"normal
Recomendo produto e loja.",NEUTRAL
"normal
loja confiável já havia comprado outra vez",NEUTRAL
"normal
Recebi o produto no prazo. Fiquei muito satisfeito.",NEUTRAL
"Super recomendo
Dentro da expectativa",POSITIVE
"normal
tudo ótimo! recebi o produto antes da data prevista. em perfeitas condições. nota 1000.🤗",NEUTRAL
"normal
o produto é de otima qualidae e chegou antes do prazo de entrega.",NEUTRAL
"Capinha Simples 
Película boa material, parace se boa qualidade, vou testar se for boa mesmo vou mudar minha opinião, Mais boa pra quem proteger seu dispositivo.",NEUTRAL
"normal
Muito bom ...",NEUTRAL
